location,date,vaccine,total_vaccinations
Luxembourg,2021-05-07,Oxford/AstraZeneca,48602
Luxembourg,2021-05-07,Pfizer/BioNTech,153035
Luxembourg,2021-05-14,Johnson&Johnson,7704
Luxembourg,2021-05-14,Moderna,23433
Luxembourg,2021-05-14,Oxford/AstraZeneca,53613
Luxembourg,2021-05-14,Pfizer/BioNTech,183220
Luxembourg,2021-05-21,Johnson&Johnson,10816
Luxembourg,2021-05-21,Moderna,29630
Luxembourg,2021-05-21,Oxford/AstraZeneca,56163
Luxembourg,2021-05-21,Pfizer/BioNTech,205926
Luxembourg,2021-05-28,Johnson&Johnson,11312
Luxembourg,2021-05-28,Moderna,33742
Luxembourg,2021-05-28,Oxford/AstraZeneca,57347
Luxembourg,2021-05-28,Pfizer/BioNTech,225492
Luxembourg,2021-06-04,Johnson&Johnson,12737
Luxembourg,2021-06-04,Moderna,34564
Luxembourg,2021-06-04,Oxford/AstraZeneca,69184
Luxembourg,2021-06-04,Pfizer/BioNTech,254734
Luxembourg,2021-06-11,Johnson&Johnson,16844
Luxembourg,2021-06-11,Moderna,37646
Luxembourg,2021-06-11,Oxford/AstraZeneca,83808
Luxembourg,2021-06-11,Pfizer/BioNTech,282269
Luxembourg,2021-06-18,Johnson&Johnson,17763
Luxembourg,2021-06-18,Moderna,43275
Luxembourg,2021-06-18,Oxford/AstraZeneca,85681
Luxembourg,2021-06-18,Pfizer/BioNTech,317237
Luxembourg,2021-06-25,Johnson&Johnson,26454
Luxembourg,2021-06-25,Moderna,48409
Luxembourg,2021-06-25,Oxford/AstraZeneca,87557
Luxembourg,2021-06-25,Pfizer/BioNTech,345058
Luxembourg,2021-07-02,Johnson&Johnson,27984
Luxembourg,2021-07-02,Moderna,54316
Luxembourg,2021-07-02,Oxford/AstraZeneca,98239
Luxembourg,2021-07-02,Pfizer/BioNTech,375699
Luxembourg,2021-07-09,Johnson&Johnson,28415
Luxembourg,2021-07-09,Moderna,56358
Luxembourg,2021-07-09,Oxford/AstraZeneca,102097
Luxembourg,2021-07-09,Pfizer/BioNTech,397867
Luxembourg,2021-07-16,Johnson&Johnson,30681
Luxembourg,2021-07-16,Moderna,57814
Luxembourg,2021-07-16,Oxford/AstraZeneca,102814
Luxembourg,2021-07-16,Pfizer/BioNTech,424371
Luxembourg,2021-07-23,Johnson&Johnson,31479
Luxembourg,2021-07-23,Moderna,60711
Luxembourg,2021-07-23,Oxford/AstraZeneca,102944
Luxembourg,2021-07-23,Pfizer/BioNTech,449440
Luxembourg,2021-07-30,Johnson&Johnson,32399
Luxembourg,2021-07-30,Moderna,66100
Luxembourg,2021-07-30,Oxford/AstraZeneca,104560
Luxembourg,2021-07-30,Pfizer/BioNTech,465967
Luxembourg,2021-08-06,Johnson&Johnson,32887
Luxembourg,2021-08-06,Moderna,68055
Luxembourg,2021-08-06,Oxford/AstraZeneca,104873
Luxembourg,2021-08-06,Pfizer/BioNTech,478029
Luxembourg,2021-08-13,Johnson&Johnson,33433
Luxembourg,2021-08-13,Moderna,69314
Luxembourg,2021-08-13,Oxford/AstraZeneca,104942
Luxembourg,2021-08-13,Pfizer/BioNTech,482854
Luxembourg,2021-08-20,Johnson&Johnson,34262
Luxembourg,2021-08-20,Moderna,69629
Luxembourg,2021-08-20,Oxford/AstraZeneca,104983
Luxembourg,2021-08-20,Pfizer/BioNTech,487314
Luxembourg,2021-08-27,Johnson&Johnson,34851
Luxembourg,2021-08-27,Moderna,69768
Luxembourg,2021-08-27,Oxford/AstraZeneca,105114
Luxembourg,2021-08-27,Pfizer/BioNTech,491259
Luxembourg,2021-09-03,Johnson&Johnson,35385
Luxembourg,2021-09-03,Moderna,69860
Luxembourg,2021-09-03,Oxford/AstraZeneca,105179
Luxembourg,2021-09-03,Pfizer/BioNTech,495342
Luxembourg,2021-09-10,Johnson&Johnson,36103
Luxembourg,2021-09-10,Moderna,69923
Luxembourg,2021-09-10,Oxford/AstraZeneca,105215
Luxembourg,2021-09-10,Pfizer/BioNTech,498981
Luxembourg,2021-09-17,Johnson&Johnson,36550
Luxembourg,2021-09-17,Moderna,69980
Luxembourg,2021-09-17,Oxford/AstraZeneca,105227
Luxembourg,2021-09-17,Pfizer/BioNTech,502336
Luxembourg,2021-09-24,Johnson&Johnson,36956
Luxembourg,2021-09-24,Moderna,70022
Luxembourg,2021-09-24,Oxford/AstraZeneca,105241
Luxembourg,2021-09-24,Pfizer/BioNTech,505479
Luxembourg,2021-10-01,Johnson&Johnson,37285
Luxembourg,2021-10-01,Moderna,70050
Luxembourg,2021-10-01,Oxford/AstraZeneca,105253
Luxembourg,2021-10-01,Pfizer/BioNTech,512361
Luxembourg,2021-10-08,Johnson&Johnson,37621
Luxembourg,2021-10-08,Moderna,70071
Luxembourg,2021-10-08,Oxford/AstraZeneca,105261
Luxembourg,2021-10-08,Pfizer/BioNTech,516517
Luxembourg,2021-10-15,Johnson&Johnson,38194
Luxembourg,2021-10-15,Moderna,70113
Luxembourg,2021-10-15,Oxford/AstraZeneca,105267
Luxembourg,2021-10-15,Pfizer/BioNTech,521747
Luxembourg,2021-10-22,Johnson&Johnson,38673
Luxembourg,2021-10-22,Moderna,70220
Luxembourg,2021-10-22,Oxford/AstraZeneca,105277
Luxembourg,2021-10-22,Pfizer/BioNTech,529740
Luxembourg,2021-10-29,Johnson&Johnson,38995
Luxembourg,2021-10-29,Moderna,70571
Luxembourg,2021-10-29,Oxford/AstraZeneca,105285
Luxembourg,2021-10-29,Pfizer/BioNTech,543101
Luxembourg,2021-11-05,Johnson&Johnson,39298
Luxembourg,2021-11-05,Moderna,70989
Luxembourg,2021-11-05,Oxford/AstraZeneca,105286
Luxembourg,2021-11-05,Pfizer/BioNTech,555169
Luxembourg,2021-11-12,Johnson&Johnson,39522
Luxembourg,2021-11-12,Moderna,71377
Luxembourg,2021-11-12,Oxford/AstraZeneca,105286
Luxembourg,2021-11-12,Pfizer/BioNTech,566753
Luxembourg,2021-11-19,Johnson&Johnson,39673
Luxembourg,2021-11-19,Moderna,71661
Luxembourg,2021-11-19,Oxford/AstraZeneca,105289
Luxembourg,2021-11-19,Pfizer/BioNTech,582130
Luxembourg,2021-11-23,Johnson&Johnson,39695
Luxembourg,2021-11-23,Moderna,71744
Luxembourg,2021-11-23,Oxford/AstraZeneca,105289
Luxembourg,2021-11-23,Pfizer/BioNTech,584720
Malta,2021-01-01,Pfizer/BioNTech,57
Malta,2021-01-08,Oxford/AstraZeneca,3
Malta,2021-01-08,Pfizer/BioNTech,4543
Malta,2021-01-15,Moderna,2
Malta,2021-01-15,Oxford/AstraZeneca,6
Malta,2021-01-15,Pfizer/BioNTech,11022
Malta,2021-01-22,Moderna,3
Malta,2021-01-22,Oxford/AstraZeneca,13
Malta,2021-01-22,Pfizer/BioNTech,18886
Malta,2021-01-29,Pfizer/BioNTech,26522
Malta,2021-02-05,Moderna,48
Malta,2021-02-05,Oxford/AstraZeneca,23
Malta,2021-02-05,Pfizer/BioNTech,39381
Malta,2021-02-12,Moderna,431
Malta,2021-02-12,Oxford/AstraZeneca,181
Malta,2021-02-12,Pfizer/BioNTech,49945
Malta,2021-02-19,Moderna,950
Malta,2021-02-19,Oxford/AstraZeneca,4113
Malta,2021-02-19,Pfizer/BioNTech,61419
Malta,2021-02-26,Johnson&Johnson,5
Malta,2021-02-26,Moderna,1480
Malta,2021-02-26,Oxford/AstraZeneca,15107
Malta,2021-02-26,Pfizer/BioNTech,74787
Malta,2021-03-05,Moderna,1577
Malta,2021-03-05,Oxford/AstraZeneca,28455
Malta,2021-03-05,Pfizer/BioNTech,87583
Malta,2021-03-12,Johnson&Johnson,6
Malta,2021-03-12,Moderna,1951
Malta,2021-03-12,Oxford/AstraZeneca,43427
Malta,2021-03-12,Pfizer/BioNTech,100791
Malta,2021-03-19,Johnson&Johnson,7
Malta,2021-03-19,Moderna,3573
Malta,2021-03-19,Oxford/AstraZeneca,54007
Malta,2021-03-19,Pfizer/BioNTech,115627
Malta,2021-03-26,Moderna,9665
Malta,2021-03-26,Oxford/AstraZeneca,58973
Malta,2021-03-26,Pfizer/BioNTech,132974
Malta,2021-04-02,Moderna,11106
Malta,2021-04-02,Oxford/AstraZeneca,70133
Malta,2021-04-02,Pfizer/BioNTech,149592
Malta,2021-04-09,Johnson&Johnson,9
Malta,2021-04-09,Moderna,11666
Malta,2021-04-09,Oxford/AstraZeneca,81578
Malta,2021-04-09,Pfizer/BioNTech,167074
Malta,2021-04-16,Moderna,13648
Malta,2021-04-16,Oxford/AstraZeneca,92439
Malta,2021-04-16,Pfizer/BioNTech,190191
Malta,2021-04-23,Moderna,18954
Malta,2021-04-23,Oxford/AstraZeneca,109924
Malta,2021-04-23,Pfizer/BioNTech,206029
Malta,2021-04-30,Johnson&Johnson,11
Malta,2021-04-30,Moderna,20295
Malta,2021-04-30,Oxford/AstraZeneca,116658
Malta,2021-04-30,Pfizer/BioNTech,231341
Malta,2021-05-07,Johnson&Johnson,2427
Malta,2021-05-07,Moderna,21943
Malta,2021-05-07,Oxford/AstraZeneca,122509
Malta,2021-05-07,Pfizer/BioNTech,260666
Malta,2021-05-14,Johnson&Johnson,3523
Malta,2021-05-14,Moderna,24677
Malta,2021-05-14,Oxford/AstraZeneca,139262
Malta,2021-05-14,Pfizer/BioNTech,288896
Malta,2021-05-21,Johnson&Johnson,9026
Malta,2021-05-21,Moderna,27080
Malta,2021-05-21,Oxford/AstraZeneca,154792
Malta,2021-05-21,Pfizer/BioNTech,317248
Malta,2021-05-28,Johnson&Johnson,9449
Malta,2021-05-28,Moderna,30369
Malta,2021-05-28,Oxford/AstraZeneca,166278
Malta,2021-05-28,Pfizer/BioNTech,346815
Malta,2021-06-04,Johnson&Johnson,9772
Malta,2021-06-04,Moderna,32350
Malta,2021-06-04,Oxford/AstraZeneca,172116
Malta,2021-06-04,Pfizer/BioNTech,369349
Malta,2021-06-11,Johnson&Johnson,11262
Malta,2021-06-11,Moderna,34727
Malta,2021-06-11,Oxford/AstraZeneca,183352
Malta,2021-06-11,Pfizer/BioNTech,387466
Malta,2021-06-18,Johnson&Johnson,12316
Malta,2021-06-18,Moderna,37273
Malta,2021-06-18,Oxford/AstraZeneca,193953
Malta,2021-06-18,Pfizer/BioNTech,399244
Malta,2021-06-25,Johnson&Johnson,13481
Malta,2021-06-25,Moderna,40771
Malta,2021-06-25,Oxford/AstraZeneca,202885
Malta,2021-06-25,Pfizer/BioNTech,406535
Malta,2021-07-02,Johnson&Johnson,15303
Malta,2021-07-02,Moderna,41702
Malta,2021-07-02,Oxford/AstraZeneca,214968
Malta,2021-07-02,Pfizer/BioNTech,417480
Malta,2021-07-09,Johnson&Johnson,16340
Malta,2021-07-09,Moderna,41967
Malta,2021-07-09,Oxford/AstraZeneca,220677
Malta,2021-07-09,Pfizer/BioNTech,424970
Malta,2021-07-16,Johnson&Johnson,18069
Malta,2021-07-16,Moderna,42284
Malta,2021-07-16,Oxford/AstraZeneca,223409
Malta,2021-07-16,Pfizer/BioNTech,430123
Malta,2021-07-23,Johnson&Johnson,21660
Malta,2021-07-23,Moderna,42482
Malta,2021-07-23,Oxford/AstraZeneca,226540
Malta,2021-07-23,Pfizer/BioNTech,434596
Malta,2021-07-30,Johnson&Johnson,24931
Malta,2021-07-30,Moderna,42643
Malta,2021-07-30,Oxford/AstraZeneca,227035
Malta,2021-07-30,Pfizer/BioNTech,439029
Malta,2021-08-06,Johnson&Johnson,27980
Malta,2021-08-06,Moderna,42743
Malta,2021-08-06,Oxford/AstraZeneca,227102
Malta,2021-08-06,Pfizer/BioNTech,444023
Malta,2021-08-13,Johnson&Johnson,29582
Malta,2021-08-13,Moderna,42797
Malta,2021-08-13,Oxford/AstraZeneca,227140
Malta,2021-08-13,Pfizer/BioNTech,447296
Malta,2021-08-20,Johnson&Johnson,29914
Malta,2021-08-20,Moderna,42848
Malta,2021-08-20,Oxford/AstraZeneca,227164
Malta,2021-08-20,Pfizer/BioNTech,450621
Malta,2021-08-27,Johnson&Johnson,30310
Malta,2021-08-27,Moderna,42914
Malta,2021-08-27,Oxford/AstraZeneca,227186
Malta,2021-08-27,Pfizer/BioNTech,452012
Malta,2021-09-03,Johnson&Johnson,30394
Malta,2021-09-03,Moderna,42926
Malta,2021-09-03,Oxford/AstraZeneca,227192
Malta,2021-09-03,Pfizer/BioNTech,453187
Malta,2021-09-10,Johnson&Johnson,30403
Malta,2021-09-10,Moderna,42926
Malta,2021-09-10,Oxford/AstraZeneca,227197
Malta,2021-09-10,Pfizer/BioNTech,456527
Malta,2021-09-17,Johnson&Johnson,30498
Malta,2021-09-17,Moderna,42934
Malta,2021-09-17,Oxford/AstraZeneca,227215
Malta,2021-09-17,Pfizer/BioNTech,461160
Malta,2021-09-24,Johnson&Johnson,30575
Malta,2021-09-24,Moderna,42936
Malta,2021-09-24,Oxford/AstraZeneca,227237
Malta,2021-09-24,Pfizer/BioNTech,465421
Malta,2021-10-01,Johnson&Johnson,30697
Malta,2021-10-01,Moderna,42942
Malta,2021-10-01,Oxford/AstraZeneca,227268
Malta,2021-10-01,Pfizer/BioNTech,476455
Malta,2021-10-08,Johnson&Johnson,30797
Malta,2021-10-08,Moderna,42949
Malta,2021-10-08,Oxford/AstraZeneca,227280
Malta,2021-10-08,Pfizer/BioNTech,486434
Malta,2021-10-15,Johnson&Johnson,30887
Malta,2021-10-15,Moderna,42950
Malta,2021-10-15,Oxford/AstraZeneca,227285
Malta,2021-10-15,Pfizer/BioNTech,493429
Malta,2021-10-22,Johnson&Johnson,30926
Malta,2021-10-22,Moderna,44322
Malta,2021-10-22,Oxford/AstraZeneca,227287
Malta,2021-10-22,Pfizer/BioNTech,500367
Malta,2021-10-29,Johnson&Johnson,30992
Malta,2021-10-29,Moderna,46553
Malta,2021-10-29,Oxford/AstraZeneca,227311
Malta,2021-10-29,Pfizer/BioNTech,507365
Malta,2021-11-05,Johnson&Johnson,31101
Malta,2021-11-05,Moderna,51814
Malta,2021-11-05,Oxford/AstraZeneca,227323
Malta,2021-11-05,Pfizer/BioNTech,508637
Malta,2021-11-12,Johnson&Johnson,31204
Malta,2021-11-12,Moderna,63808
Malta,2021-11-12,Oxford/AstraZeneca,227331
Malta,2021-11-12,Pfizer/BioNTech,516042
Malta,2021-11-19,Johnson&Johnson,31386
Malta,2021-11-19,Moderna,73296
Malta,2021-11-19,Oxford/AstraZeneca,227338
Malta,2021-11-19,Pfizer/BioNTech,527258
Netherlands,2021-01-01,Johnson&Johnson,0
Netherlands,2021-01-01,Moderna,0
Netherlands,2021-01-01,Oxford/AstraZeneca,0
Netherlands,2021-01-01,Pfizer/BioNTech,0
Netherlands,2021-01-08,Johnson&Johnson,0
Netherlands,2021-01-08,Moderna,0
Netherlands,2021-01-08,Oxford/AstraZeneca,0
Netherlands,2021-01-08,Pfizer/BioNTech,33759
Netherlands,2021-01-15,Johnson&Johnson,0
Netherlands,2021-01-15,Moderna,0
Netherlands,2021-01-15,Oxford/AstraZeneca,0
Netherlands,2021-01-15,Pfizer/BioNTech,76960
Netherlands,2021-01-22,Johnson&Johnson,0
Netherlands,2021-01-22,Moderna,2572
Netherlands,2021-01-22,Oxford/AstraZeneca,0
Netherlands,2021-01-22,Pfizer/BioNTech,163738
Netherlands,2021-01-29,Johnson&Johnson,0
Netherlands,2021-01-29,Moderna,8883
Netherlands,2021-01-29,Oxford/AstraZeneca,0
Netherlands,2021-01-29,Pfizer/BioNTech,342409
Netherlands,2021-02-05,Johnson&Johnson,0
Netherlands,2021-02-05,Moderna,14873
Netherlands,2021-02-05,Oxford/AstraZeneca,0
Netherlands,2021-02-05,Pfizer/BioNTech,556342
Netherlands,2021-02-12,Johnson&Johnson,0
Netherlands,2021-02-12,Moderna,21226
Netherlands,2021-02-12,Oxford/AstraZeneca,525
Netherlands,2021-02-12,Pfizer/BioNTech,766219
Netherlands,2021-02-19,Johnson&Johnson,0
Netherlands,2021-02-19,Moderna,37220
Netherlands,2021-02-19,Oxford/AstraZeneca,69124
Netherlands,2021-02-19,Pfizer/BioNTech,931422
Netherlands,2021-02-26,Johnson&Johnson,0
Netherlands,2021-02-26,Moderna,56590
Netherlands,2021-02-26,Oxford/AstraZeneca,181912
Netherlands,2021-02-26,Pfizer/BioNTech,1143883
Netherlands,2021-03-05,Johnson&Johnson,0
Netherlands,2021-03-05,Moderna,75076
Netherlands,2021-03-05,Oxford/AstraZeneca,257253
Netherlands,2021-03-05,Pfizer/BioNTech,1344166
Netherlands,2021-03-12,Johnson&Johnson,0
Netherlands,2021-03-12,Moderna,94019
Netherlands,2021-03-12,Oxford/AstraZeneca,357982
Netherlands,2021-03-12,Pfizer/BioNTech,1509585
Netherlands,2021-03-19,Johnson&Johnson,0
Netherlands,2021-03-19,Moderna,114083
Netherlands,2021-03-19,Oxford/AstraZeneca,357982
Netherlands,2021-03-19,Pfizer/BioNTech,1703954
Netherlands,2021-03-26,Johnson&Johnson,0
Netherlands,2021-03-26,Moderna,154807
Netherlands,2021-03-26,Oxford/AstraZeneca,454086
Netherlands,2021-03-26,Pfizer/BioNTech,1865160
Netherlands,2021-04-02,Johnson&Johnson,0
Netherlands,2021-04-02,Moderna,196212
Netherlands,2021-04-02,Oxford/AstraZeneca,574638
Netherlands,2021-04-02,Pfizer/BioNTech,2154196
Netherlands,2021-04-09,Johnson&Johnson,0
Netherlands,2021-04-09,Moderna,230421
Netherlands,2021-04-09,Oxford/AstraZeneca,843988
Netherlands,2021-04-09,Pfizer/BioNTech,2493742
Netherlands,2021-04-16,Johnson&Johnson,0
Netherlands,2021-04-16,Moderna,261861
Netherlands,2021-04-16,Oxford/AstraZeneca,1154733
Netherlands,2021-04-16,Pfizer/BioNTech,2957705
Netherlands,2021-04-23,Johnson&Johnson,8886
Netherlands,2021-04-23,Moderna,296143
Netherlands,2021-04-23,Oxford/AstraZeneca,1260690
Netherlands,2021-04-23,Pfizer/BioNTech,3461656
Netherlands,2021-04-30,Johnson&Johnson,48509
Netherlands,2021-04-30,Moderna,325711
Netherlands,2021-04-30,Oxford/AstraZeneca,1349727
Netherlands,2021-04-30,Pfizer/BioNTech,3990085
Netherlands,2021-05-07,Johnson&Johnson,95474
Netherlands,2021-05-07,Moderna,374550
Netherlands,2021-05-07,Oxford/AstraZeneca,1495128
Netherlands,2021-05-07,Pfizer/BioNTech,4592326
Netherlands,2021-05-14,Johnson&Johnson,124388
Netherlands,2021-05-14,Moderna,452024
Netherlands,2021-05-14,Oxford/AstraZeneca,1684728
Netherlands,2021-05-14,Pfizer/BioNTech,5304100
Netherlands,2021-05-21,Johnson&Johnson,142107
Netherlands,2021-05-21,Moderna,536201
Netherlands,2021-05-21,Oxford/AstraZeneca,1831375
Netherlands,2021-05-21,Pfizer/BioNTech,6086329
Netherlands,2021-05-28,Johnson&Johnson,240265
Netherlands,2021-05-28,Moderna,639557
Netherlands,2021-05-28,Oxford/AstraZeneca,1946134
Netherlands,2021-05-28,Pfizer/BioNTech,6779218
Netherlands,2021-06-04,Johnson&Johnson,389441
Netherlands,2021-06-04,Moderna,781716
Netherlands,2021-06-04,Oxford/AstraZeneca,2079353
Netherlands,2021-06-04,Pfizer/BioNTech,7536513
Netherlands,2021-06-11,Johnson&Johnson,438331
Netherlands,2021-06-11,Moderna,945027
Netherlands,2021-06-11,Oxford/AstraZeneca,2288758
Netherlands,2021-06-11,Pfizer/BioNTech,8773111
Netherlands,2021-06-18,Johnson&Johnson,458415
Netherlands,2021-06-18,Moderna,1075583
Netherlands,2021-06-18,Oxford/AstraZeneca,2460113
Netherlands,2021-06-18,Pfizer/BioNTech,9867461
Netherlands,2021-06-25,Johnson&Johnson,541291
Netherlands,2021-06-25,Moderna,1187155
Netherlands,2021-06-25,Oxford/AstraZeneca,2618039
Netherlands,2021-06-25,Pfizer/BioNTech,10945891
Netherlands,2021-07-02,Johnson&Johnson,672196
Netherlands,2021-07-02,Moderna,1308788
Netherlands,2021-07-02,Oxford/AstraZeneca,2778721
Netherlands,2021-07-02,Pfizer/BioNTech,11991360
Netherlands,2021-07-09,Johnson&Johnson,741343
Netherlands,2021-07-09,Moderna,1517199
Netherlands,2021-07-09,Oxford/AstraZeneca,2800256
Netherlands,2021-07-09,Pfizer/BioNTech,12811452
Netherlands,2021-07-16,Johnson&Johnson,755288
Netherlands,2021-07-16,Moderna,1657172
Netherlands,2021-07-16,Oxford/AstraZeneca,2800563
Netherlands,2021-07-16,Pfizer/BioNTech,13642453
Netherlands,2021-07-23,Johnson&Johnson,764412
Netherlands,2021-07-23,Moderna,1756510
Netherlands,2021-07-23,Oxford/AstraZeneca,2800572
Netherlands,2021-07-23,Pfizer/BioNTech,14269227
Netherlands,2021-07-30,Johnson&Johnson,771708
Netherlands,2021-07-30,Moderna,1806570
Netherlands,2021-07-30,Oxford/AstraZeneca,2800632
Netherlands,2021-07-30,Pfizer/BioNTech,14924535
Netherlands,2021-08-06,Johnson&Johnson,777133
Netherlands,2021-08-06,Moderna,1842854
Netherlands,2021-08-06,Oxford/AstraZeneca,2800664
Netherlands,2021-08-06,Pfizer/BioNTech,15632880
Netherlands,2021-08-13,Johnson&Johnson,781668
Netherlands,2021-08-13,Moderna,1918742
Netherlands,2021-08-13,Oxford/AstraZeneca,2800664
Netherlands,2021-08-13,Pfizer/BioNTech,16134808
Netherlands,2021-08-20,Johnson&Johnson,785438
Netherlands,2021-08-20,Moderna,1940871
Netherlands,2021-08-20,Oxford/AstraZeneca,2800664
Netherlands,2021-08-20,Pfizer/BioNTech,16273175
Netherlands,2021-08-27,Johnson&Johnson,788737
Netherlands,2021-08-27,Moderna,1952092
Netherlands,2021-08-27,Oxford/AstraZeneca,2800664
Netherlands,2021-08-27,Pfizer/BioNTech,16394771
Netherlands,2021-09-03,Johnson&Johnson,791912
Netherlands,2021-09-03,Moderna,1957864
Netherlands,2021-09-03,Oxford/AstraZeneca,2800668
Netherlands,2021-09-03,Pfizer/BioNTech,16501504
Netherlands,2021-09-10,Johnson&Johnson,795062
Netherlands,2021-09-10,Moderna,1960287
Netherlands,2021-09-10,Oxford/AstraZeneca,2800677
Netherlands,2021-09-10,Pfizer/BioNTech,16580542
Netherlands,2021-09-17,Johnson&Johnson,801661
Netherlands,2021-09-17,Moderna,1962493
Netherlands,2021-09-17,Oxford/AstraZeneca,2800686
Netherlands,2021-09-17,Pfizer/BioNTech,16673024
Netherlands,2021-09-24,Johnson&Johnson,815305
Netherlands,2021-09-24,Moderna,1964728
Netherlands,2021-09-24,Oxford/AstraZeneca,2800686
Netherlands,2021-09-24,Pfizer/BioNTech,16757649
Netherlands,2021-10-01,Johnson&Johnson,828687
Netherlands,2021-10-01,Moderna,1966757
Netherlands,2021-10-01,Oxford/AstraZeneca,2800712
Netherlands,2021-10-01,Pfizer/BioNTech,16831554
Netherlands,2021-10-08,Johnson&Johnson,833105
Netherlands,2021-10-08,Moderna,1967905
Netherlands,2021-10-08,Oxford/AstraZeneca,2800740
Netherlands,2021-10-08,Pfizer/BioNTech,16899177
Netherlands,2021-10-15,Johnson&Johnson,837051
Netherlands,2021-10-15,Moderna,1969377
Netherlands,2021-10-15,Oxford/AstraZeneca,2800769
Netherlands,2021-10-15,Pfizer/BioNTech,16974530
Netherlands,2021-10-22,Johnson&Johnson,840422
Netherlands,2021-10-22,Moderna,1970811
Netherlands,2021-10-22,Oxford/AstraZeneca,2800803
Netherlands,2021-10-22,Pfizer/BioNTech,17052318
Netherlands,2021-10-29,Johnson&Johnson,844993
Netherlands,2021-10-29,Moderna,1972362
Netherlands,2021-10-29,Oxford/AstraZeneca,2800815
Netherlands,2021-10-29,Pfizer/BioNTech,17135038
Netherlands,2021-11-05,Johnson&Johnson,853460
Netherlands,2021-11-05,Moderna,1973721
Netherlands,2021-11-05,Oxford/AstraZeneca,2800815
Netherlands,2021-11-05,Pfizer/BioNTech,17226816
Netherlands,2021-11-12,Johnson&Johnson,858323
Netherlands,2021-11-12,Moderna,1975653
Netherlands,2021-11-12,Oxford/AstraZeneca,2800815
Netherlands,2021-11-12,Pfizer/BioNTech,17319072
Netherlands,2021-11-19,Johnson&Johnson,861409
Netherlands,2021-11-19,Moderna,1977353
Netherlands,2021-11-19,Oxford/AstraZeneca,2800816
Netherlands,2021-11-19,Pfizer/BioNTech,17400237
Norway,2021-01-01,Pfizer/BioNTech,63
Norway,2021-01-08,Moderna,44
Norway,2021-01-08,Oxford/AstraZeneca,5
Norway,2021-01-08,Pfizer/BioNTech,23476
Norway,2021-01-15,Moderna,145
Norway,2021-01-15,Oxford/AstraZeneca,18
Norway,2021-01-15,Pfizer/BioNTech,52488
Norway,2021-01-22,Moderna,1914
Norway,2021-01-22,Oxford/AstraZeneca,47
Norway,2021-01-22,Pfizer/BioNTech,81372
Norway,2021-01-29,Moderna,2322
Norway,2021-01-29,Oxford/AstraZeneca,88
Norway,2021-01-29,Pfizer/BioNTech,130260
Norway,2021-02-05,Moderna,2492
Norway,2021-02-05,Oxford/AstraZeneca,197
Norway,2021-02-05,Pfizer/BioNTech,227951
Norway,2021-02-12,Moderna,12661
Norway,2021-02-12,Oxford/AstraZeneca,314
Norway,2021-02-12,Pfizer/BioNTech,303710
Norway,2021-02-19,Moderna,14996
Norway,2021-02-19,Oxford/AstraZeneca,20098
Norway,2021-02-19,Pfizer/BioNTech,371625
Norway,2021-02-26,Moderna,15463
Norway,2021-02-26,Oxford/AstraZeneca,55883
Norway,2021-02-26,Pfizer/BioNTech,442509
Norway,2021-03-05,Johnson&Johnson,32
Norway,2021-03-05,Moderna,21621
Norway,2021-03-05,Oxford/AstraZeneca,105008
Norway,2021-03-05,Pfizer/BioNTech,500750
Norway,2021-03-12,Johnson&Johnson,74
Norway,2021-03-12,Moderna,35826
Norway,2021-03-12,Oxford/AstraZeneca,138892
Norway,2021-03-12,Pfizer/BioNTech,555764
Norway,2021-03-19,Johnson&Johnson,137
Norway,2021-03-19,Moderna,41837
Norway,2021-03-19,Oxford/AstraZeneca,139490
Norway,2021-03-19,Pfizer/BioNTech,614293
Norway,2021-03-26,Johnson&Johnson,180
Norway,2021-03-26,Moderna,59816
Norway,2021-03-26,Oxford/AstraZeneca,139913
Norway,2021-03-26,Pfizer/BioNTech,718068
Norway,2021-04-02,Johnson&Johnson,263
Norway,2021-04-02,Moderna,80109
Norway,2021-04-02,Oxford/AstraZeneca,140221
Norway,2021-04-02,Pfizer/BioNTech,802762
Norway,2021-04-09,Johnson&Johnson,479
Norway,2021-04-09,Moderna,98868
Norway,2021-04-09,Oxford/AstraZeneca,140505
Norway,2021-04-09,Pfizer/BioNTech,963481
Norway,2021-04-16,Johnson&Johnson,501
Norway,2021-04-16,Moderna,139407
Norway,2021-04-16,Oxford/AstraZeneca,140828
Norway,2021-04-16,Pfizer/BioNTech,1124278
Norway,2021-04-23,Johnson&Johnson,508
Norway,2021-04-23,Moderna,155902
Norway,2021-04-23,Oxford/AstraZeneca,141123
Norway,2021-04-23,Pfizer/BioNTech,1273486
Norway,2021-04-30,Johnson&Johnson,574
Norway,2021-04-30,Moderna,166444
Norway,2021-04-30,Oxford/AstraZeneca,141424
Norway,2021-04-30,Pfizer/BioNTech,1489125
Norway,2021-05-07,Johnson&Johnson,658
Norway,2021-05-07,Moderna,181955
Norway,2021-05-07,Oxford/AstraZeneca,141807
Norway,2021-05-07,Pfizer/BioNTech,1686000
Norway,2021-05-14,Johnson&Johnson,804
Norway,2021-05-14,Moderna,214359
Norway,2021-05-14,Oxford/AstraZeneca,142133
Norway,2021-05-14,Pfizer/BioNTech,1854974
Norway,2021-05-21,Johnson&Johnson,970
Norway,2021-05-21,Moderna,235976
Norway,2021-05-21,Oxford/AstraZeneca,142545
Norway,2021-05-21,Pfizer/BioNTech,2061322
